pay,year,department,gender
24.3,25.0,Sales,M
23.24,25.0,Sales,M
26.65,25.0,Sales,F
23.27,25.0,Sales,M
26.08,25.0,Sales,F
25.93,25.0,Sales,F
23.31,25.0,Sales,M
23.23,25.0,Sales,M
25.09,25.0,Sales,F
26.94,25.0,Sales,F
23.82,25.0,Sales,M
23.13,25.0,Sales,M
24.26,25.0,Sales,M
24.69,25.0,Sales,M
24.19,25.0,Sales,M
24.64,25.0,Sales,M
25.52,25.0,Sales,F
23.54,25.0,Sales,M
24.62,25.0,Sales,M
25.64,25.0,Sales,F
26.0,25.0,Sales,F
25.23,25.0,Sales,F
23.63,25.0,Sales,M
25.57,25.0,Sales,F
24.29,25.0,Sales,M
23.05,25.0,Sales,M
23.3,25.0,Sales,M
25.76,25.0,Sales,F
23.41,25.0,Sales,M
28.16,25.0,Sales,F
23.05,25.0,Sales,M
23.85,25.0,Sales,M
23.85,25.0,Sales,M
26.3,25.0,Sales,F
26.01,25.0,Sales,F
23.92,25.0,Sales,M
23.97,25.0,Sales,M
25.21,25.0,Sales,F
24.0,25.0,Sales,M
24.18,25.0,Sales,M
25.46,25.0,Sales,F
23.96,25.0,Sales,M
25.36,25.0,Sales,M
25.43,25.0,Sales,F
23.84,25.0,Sales,M
26.42,25.0,Sales,F
26.22,25.0,Sales,F
24.7,25.0,Sales,M
25.64,25.0,Sales,F
24.37,25.0,Sales,F
23.32,25.0,Sales,M
25.5,25.0,Sales,F
23.61,25.0,Sales,M
26.31,25.0,Sales,F
25.42,25.0,Sales,F
25.43,25.0,Sales,F
25.79,25.0,Sales,F
23.18,25.0,Sales,M
24.0,25.0,Sales,M
23.44,25.0,Sales,M
24.07,25.0,Sales,M
24.45,25.0,Sales,M
24.99,25.0,Sales,F
24.07,25.0,Sales,M
25.71,25.0,Sales,F
23.49,25.0,Sales,M
25.35,25.0,Sales,M
22.67,25.0,Sales,M
26.06,25.0,Sales,F
49.36,25.0,Management,F
47.42,25.0,Management,F
46.16,25.0,Management,M
49.41,25.0,Management,F
46.6,25.0,Management,M
47.15,25.0,Management,M
45.58,25.0,Management,M
48.22,25.0,Management,M
46.41,25.0,Management,M
47.3,25.0,Management,F
45.42,25.0,Management,M
47.28,25.0,Management,F
45.62,25.0,Management,M
47.59,25.0,Management,M
48.16,25.0,Management,F
45.97,25.0,Management,M
50.08,25.0,Management,F
45.8,25.0,Management,M
46.36,25.0,Management,M
47.95,25.0,Management,F
47.59,25.0,Management,M
47.24,25.0,Management,M
46.39,25.0,Management,M
46.37,25.0,Management,M
45.55,25.0,Management,M
47.95,25.0,Management,M
46.9,25.0,Management,M
47.1,25.0,Management,M
46.75,25.0,Management,M
47.35,25.0,Management,M
46.61,25.0,Management,M
46.98,25.0,Management,F
47.42,25.0,Management,M
47.0,25.0,Management,M
47.17,25.0,Management,M
47.51,25.0,Management,M
49.35,25.0,Management,F
48.16,25.0,Management,F
48.62,25.0,Management,F
48.69,25.0,Management,F
49.85,25.0,Management,F
48.74,25.0,Management,F
45.5,25.0,Management,M
47.2,25.0,Management,M
47.45,25.0,Management,M
49.27,25.0,Management,F
46.82,25.0,Management,M
46.17,25.0,Management,M
46.16,25.0,Management,M
46.06,25.0,Management,M
47.9,25.0,Management,M
46.96,25.0,Management,M
46.6,25.0,Management,M
45.72,25.0,Management,M
49.3,25.0,Management,F
46.39,25.0,Management,M
48.39,25.0,Management,F
45.89,25.0,Management,M
44.7,25.0,Management,M
49.23,25.0,Management,F
47.18,25.0,Management,M
46.5,25.0,Management,M
47.45,25.0,Management,F
48.22,25.0,Management,F
48.92,25.0,Management,F
46.47,25.0,Management,M
45.44,25.0,Management,M
45.84,25.0,Management,M
46.21,25.0,Management,M
46.09,25.0,Management,M
49.67,25.0,Management,F
46.36,25.0,Management,M
46.35,25.0,Management,M
48.49,25.0,Management,M
46.17,25.0,Management,M
46.65,25.0,Management,M
47.84,25.0,Management,M
46.17,25.0,Management,M
49.02,25.0,Management,F
46.06,25.0,Management,M
48.25,25.0,Management,F
48.39,25.0,Management,F
46.84,25.0,Management,M
46.79,25.0,Management,M
46.52,25.0,Management,M
46.57,25.0,Management,M
48.64,25.0,Management,F
47.17,25.0,Management,M
49.3,25.0,Management,F
49.16,25.0,Management,F
49.72,25.0,Management,F
46.11,25.0,Management,M
46.08,25.0,Management,M
48.31,25.0,Management,F
48.15,25.0,Management,F
48.33,25.0,Management,F
46.54,25.0,Management,M
47.96,25.0,Management,M
46.07,25.0,Management,M
45.7,25.0,Management,M
46.64,25.0,Management,M
47.47,25.0,Management,F
49.1,25.0,Management,F
48.73,25.0,Management,F
47.68,25.0,Management,F
46.26,25.0,Management,M
47.45,25.0,Management,F
47.83,25.0,Management,M
49.8,25.0,Management,F
48.05,25.0,Management,M
46.72,25.0,Management,M
46.66,25.0,Management,M
46.69,25.0,Management,M
47.28,25.0,Management,M
47.19,25.0,Management,M
46.58,25.0,Management,M
47.24,25.0,Management,M
48.58,25.0,Management,F
46.88,25.0,Management,M
46.61,25.0,Management,M
47.25,25.0,Management,M
49.2,25.0,Management,F
46.16,25.0,Management,M
47.25,25.0,Management,M
47.66,25.0,Management,F
48.01,25.0,Management,F
46.56,25.0,Management,M
45.85,25.0,Management,M
49.47,25.0,Management,F
46.71,25.0,Management,M
49.37,25.0,Management,F
49.23,25.0,Management,F
46.87,25.0,Management,M
50.18,25.0,Management,F
46.37,25.0,Management,M
49.06,25.0,Management,F
47.86,25.0,Management,M
47.98,25.0,Management,F
48.66,25.0,Management,F
46.36,25.0,Management,M
48.84,25.0,Management,F
49.17,25.0,Management,F
46.87,25.0,Management,M
48.73,25.0,Management,F
45.48,25.0,Management,M
47.87,25.0,Management,M
46.28,25.0,Management,M
46.69,25.0,Management,M
45.32,25.0,Management,M
48.03,25.0,Management,F
48.28,25.0,Management,F
47.96,25.0,Management,F
45.67,25.0,Management,M
46.15,25.0,Management,M
47.58,25.0,Management,M
47.76,25.0,Management,F
46.51,25.0,Management,M
46.86,25.0,Management,M
46.15,25.0,Management,M
46.34,25.0,Management,M
46.93,25.0,Management,M
45.93,25.0,Management,M
46.69,25.0,Management,M
49.03,25.0,Management,F
46.9,25.0,Management,F
45.2,25.0,Management,M
45.88,25.0,Management,M
46.86,25.0,Management,M
46.14,25.0,Management,M
45.23,25.0,Management,M
46.21,25.0,Management,M
48.6,25.0,Management,F
45.87,25.0,Management,M
46.36,25.0,Management,M
47.77,25.0,Management,F
48.49,25.0,Management,F
47.73,25.0,Management,F
44.31,25.0,Management,M
47.22,25.0,Management,M
47.81,25.0,Management,F
49.37,25.0,Management,F
45.37,25.0,Management,M
45.04,25.0,Management,M
46.0,25.0,Management,M
50.01,25.0,Management,F
45.66,25.0,Management,M
46.99,25.0,Management,M
49.11,25.0,Management,F
46.91,25.0,Management,M
47.4,25.0,Management,M
45.7,25.0,Management,M
46.59,25.0,Management,M
48.84,25.0,Management,F
49.6,25.0,Management,F
47.16,25.0,Management,M
46.12,25.0,Management,M
48.03,25.0,Management,F
48.53,25.0,Management,F
49.35,25.0,Management,F
45.56,25.0,Management,M
47.43,25.0,Management,M
47.59,25.0,Management,F
48.43,25.0,Management,M
47.48,25.0,Management,M
49.15,25.0,Management,F
48.49,25.0,Management,F
45.89,25.0,Management,M
47.33,25.0,Management,M
46.92,25.0,Management,M
46.58,25.0,Management,M
45.99,25.0,Management,M
47.82,25.0,Management,F
48.38,25.0,Management,F
47.83,25.0,Management,F
47.0,25.0,Management,M
49.64,25.0,Management,F
46.08,25.0,Management,M
46.19,25.0,Management,M
48.71,25.0,Management,F
50.31,25.0,Management,F
49.05,25.0,Management,F
46.45,25.0,Management,M
47.6,25.0,Management,F
48.55,25.0,Management,F
49.08,25.0,Management,F
47.33,25.0,Management,F
48.37,25.0,Management,F
48.74,25.0,Management,F
46.94,25.0,Management,M
47.04,25.0,Management,M
46.42,25.0,Management,M
46.53,25.0,Management,M
48.21,25.0,Management,F
48.44,25.0,Management,F
48.32,25.0,Management,M
46.73,25.0,Management,M
46.58,25.0,Management,M
46.55,25.0,Management,M
47.04,25.0,Management,M
46.48,25.0,Management,M
47.34,25.0,Management,M
45.7,25.0,Management,M
47.55,25.0,Management,F
48.39,25.0,Management,F
48.37,25.0,Management,F
47.01,25.0,Management,M
48.3,25.0,Management,M
48.58,25.0,Management,F
46.97,25.0,Management,M
45.81,25.0,Management,M
47.61,25.0,Management,M
46.45,25.0,Management,M
48.11,25.0,Management,F
46.93,25.0,Management,M
48.23,25.0,Management,F
46.88,25.0,Management,M
50.21,25.0,Management,F
47.98,25.0,Management,M
48.36,25.0,Management,F
46.4,25.0,Management,M
46.47,25.0,Management,M
48.33,25.0,Management,F
49.37,25.0,Management,F
46.42,25.0,Management,M
47.07,25.0,Management,M
47.25,25.0,Management,M
47.71,25.0,Management,F
48.25,25.0,Management,F
49.05,25.0,Management,F
50.35,25.0,Management,F
49.36,25.0,Management,F
47.51,25.0,Management,M
45.24,25.0,Management,M
47.57,25.0,Management,F
47.06,25.0,Management,M
45.67,25.0,Management,M
46.95,25.0,Management,M
49.21,25.0,Management,F
47.22,25.0,Management,F
48.35,25.0,Management,F
46.69,25.0,Management,M
47.04,25.0,Management,M
47.79,25.0,Management,F
47.24,25.0,Management,M
47.03,25.0,Management,M
45.29,25.0,Management,M
46.98,25.0,Management,M
46.64,25.0,Management,M
48.26,25.0,Management,F
48.02,25.0,Management,F
48.58,25.0,Management,F
45.4,25.0,Management,M
47.44,25.0,Management,M
49.97,25.0,Management,F
48.48,25.0,Management,M
47.27,25.0,Management,M
48.46,25.0,Management,F
48.49,25.0,Management,F
47.0,25.0,Management,M
45.8,25.0,Management,M
48.27,25.0,Management,F
47.12,25.0,Management,M
49.59,25.0,Management,F
46.96,25.0,Management,M
46.09,25.0,Management,M
46.24,25.0,Management,M
45.86,25.0,Management,M
47.91,25.0,Management,F
48.02,25.0,Management,F
45.99,25.0,Management,M
45.63,25.0,Management,M
47.14,25.0,Management,M
46.35,25.0,Management,M
46.17,25.0,Management,M
48.13,25.0,Management,F
47.49,25.0,Management,M
48.74,25.0,Management,F
45.46,25.0,Management,M
46.14,25.0,Management,F
46.78,25.0,Management,M
45.94,25.0,Management,M
48.27,25.0,Management,F
46.23,25.0,Management,M
45.36,25.0,Management,M
47.65,25.0,Management,F
46.54,25.0,Management,M
46.03,25.0,Management,M
46.31,25.0,Management,M
46.62,25.0,Management,M
45.69,25.0,Management,M
45.3,25.0,Management,M
46.14,25.0,Management,M
46.06,25.0,Management,M
49.69,25.0,Management,F
45.49,25.0,Management,M
49.03,25.0,Management,F
48.93,25.0,Management,F
46.72,25.0,Management,M
48.69,25.0,Management,F
50.72,25.0,Management,F
47.58,25.0,Management,F
46.56,25.0,Management,M
45.75,25.0,Management,M
46.01,25.0,Management,M
46.24,25.0,Management,M
48.11,25.0,Management,F
46.72,25.0,Management,M
45.76,25.0,Management,M
48.1,25.0,Management,F
46.65,25.0,Management,M
48.89,25.0,Management,F
49.87,25.0,Management,F
45.07,25.0,Management,M
46.38,25.0,Management,M
47.68,25.0,Management,F
46.05,25.0,Management,M
46.64,25.0,Management,M
49.57,25.0,Management,F
48.45,25.0,Management,F
46.1,25.0,Management,M
49.3,25.0,Management,F
47.37,25.0,Management,M
46.16,25.0,Management,M
46.94,25.0,Management,M
47.57,25.0,Management,M
49.07,25.0,Management,F
49.51,25.0,Management,F
48.53,25.0,Management,F
45.98,25.0,Management,M
48.24,25.0,Management,F
48.82,25.0,Management,F
47.66,25.0,Management,F
47.21,25.0,Management,M
48.14,25.0,Management,F
46.73,25.0,Management,M
46.49,25.0,Management,M
46.31,25.0,Management,M
48.72,25.0,Management,F
46.36,25.0,Management,M
48.59,25.0,Management,F
46.7,25.0,Management,M
47.58,25.0,Management,M
46.83,25.0,Management,M
48.35,25.0,Management,F
48.54,25.0,Management,F
49.11,25.0,Management,F
47.66,25.0,Management,F
46.94,25.0,Management,M
46.99,25.0,Management,M
47.32,25.0,Management,M
46.71,25.0,Management,M
46.2,25.0,Management,M
49.71,25.0,Management,F
48.3,25.0,Management,F
48.06,25.0,Management,F
46.96,25.0,Management,M
50.21,25.0,Management,F
48.89,25.0,Management,F
46.56,25.0,Management,M
47.27,25.0,Management,M
46.95,25.0,Management,M
45.79,25.0,Management,M
46.39,25.0,Management,M
46.16,25.0,Management,M
47.05,25.0,Management,M
48.17,25.0,Management,F
46.13,25.0,Management,M
49.2,25.0,Management,F
47.22,25.0,Management,M
49.22,25.0,Management,F
47.67,25.0,Management,F
48.32,25.0,Management,F
46.57,25.0,Management,M
48.63,25.0,Management,F
45.08,25.0,Management,M
48.16,25.0,Management,F
46.77,25.0,Management,M
46.66,25.0,Management,M
46.7,25.0,Management,M
47.36,25.0,Management,M
47.17,25.0,Management,F
47.36,25.0,Management,M
50.42,25.0,Management,F
46.36,25.0,Management,M
45.97,25.0,Management,M
48.78,25.0,Management,F
47.98,25.0,Management,F
48.53,25.0,Management,F
46.52,25.0,Management,M
46.02,25.0,Management,M
48.43,25.0,Management,M
47.35,25.0,Management,M
45.72,25.0,Management,M
46.72,25.0,Management,M
47.29,25.0,Management,M
47.57,25.0,Management,F
48.52,25.0,Management,F
45.85,25.0,Management,M
47.5,25.0,Management,M
48.06,25.0,Management,F
47.07,25.0,Management,M
48.63,25.0,Management,F
45.15,25.0,Management,M
49.59,25.0,Management,F
50.14,25.0,Management,F
46.68,25.0,Management,M
46.75,25.0,Management,M
47.02,25.0,Management,F
46.25,25.0,Management,M
46.74,25.0,Management,M
46.27,25.0,Management,M
45.95,25.0,Management,M
46.56,25.0,Management,M
47.9,25.0,Management,M
48.75,25.0,Management,F
48.47,25.0,Management,M
49.59,25.0,Management,F
46.96,25.0,Management,M
47.07,25.0,Management,M
48.06,25.0,Management,F
48.02,25.0,Management,F
47.37,25.0,Management,M
49.16,25.0,Management,F
46.2,25.0,Management,M
47.23,25.0,Management,M
46.22,25.0,Management,M
46.5,25.0,Management,M
46.7,25.0,Management,M
46.4,25.0,Management,M
47.64,25.0,Management,M
46.84,25.0,Management,M
46.64,25.0,Management,M
48.32,25.0,Management,F
46.05,25.0,Management,M
46.61,25.0,Management,M
49.12,25.0,Management,F
46.38,25.0,Management,M
46.4,25.0,Management,M
46.16,25.0,Management,M
49.33,25.0,Management,F
48.08,25.0,Management,M
49.23,25.0,Management,F
46.8,25.0,Management,M
47.05,25.0,Management,M
48.88,25.0,Management,F
48.42,25.0,Management,F
49.37,25.0,Management,F
47.35,25.0,Management,M
45.89,25.0,Management,M
47.31,25.0,Management,M
48.03,25.0,Management,F
46.22,25.0,Management,M
47.23,25.0,Management,M
47.13,25.0,Management,M
49.21,25.0,Management,F
46.66,25.0,Management,M
45.19,25.0,Management,M
48.03,25.0,Management,F
45.31,25.0,Management,M
46.77,25.0,Management,M
45.27,25.0,Management,M
49.07,25.0,Management,F
47.36,25.0,Management,M
47.79,25.0,Management,M
45.65,25.0,Management,M
46.42,25.0,Management,M
48.14,25.0,Management,F
46.31,25.0,Management,M
48.27,25.0,Management,M
47.62,25.0,Management,M
47.57,25.0,Management,M
47.22,25.0,Management,M
49.2,25.0,Management,F
48.16,25.0,Management,F
47.93,25.0,Management,F
46.21,25.0,Management,M
49.08,25.0,Management,F
48.58,25.0,Management,F
46.81,25.0,Management,M
47.08,25.0,Management,F
46.95,25.0,Management,M
47.32,25.0,Management,M
48.03,25.0,Management,M
49.4,25.0,Management,F
46.35,25.0,Management,M
46.1,25.0,Management,M
45.01,25.0,Management,M
49.92,25.0,Management,F
46.13,25.0,Management,M
48.25,25.0,Management,F
46.12,25.0,Management,M
46.45,25.0,Management,M
45.6,25.0,Management,M
47.09,25.0,Management,M
46.03,25.0,Management,M
48.23,25.0,Management,M
46.23,25.0,Management,M
48.0,25.0,Management,F
46.49,25.0,Management,M
46.56,25.0,Management,M
47.49,25.0,Management,M
47.55,25.0,Management,M
49.29,25.0,Management,F
46.42,25.0,Management,M
45.65,25.0,Management,M
45.03,25.0,Management,M
45.69,25.0,Management,M
45.53,25.0,Management,M
49.42,25.0,Management,F
45.72,25.0,Management,M
45.5,25.0,Management,M
46.07,25.0,Management,M
47.68,25.0,Management,M
47.52,25.0,Management,F
47.53,25.0,Management,M
47.43,25.0,Management,M
47.06,25.0,Management,M
47.18,25.0,Management,M
47.32,25.0,Management,M
47.49,25.0,Management,M
45.91,25.0,Management,M
46.88,25.0,Management,M
46.72,25.0,Management,M
48.46,25.0,Management,F
48.8,25.0,Management,F
49.96,25.0,Management,F
47.89,25.0,Management,F
46.2,25.0,Management,M
46.49,25.0,Management,M
46.94,25.0,Management,M
46.97,25.0,Management,M
47.34,25.0,Management,F
34.84,25.0,R&D,F
33.34,25.0,R&D,F
31.71,25.0,R&D,M
33.980000000000004,25.0,R&D,F
35.17,25.0,R&D,F
33.37,25.0,R&D,M
31.94,25.0,R&D,F
31.84,25.0,R&D,M
31.91,25.0,R&D,M
32.95,25.0,R&D,M
30.45,25.0,R&D,M
33.77,25.0,R&D,F
32.05,25.0,R&D,M
32.79,25.0,R&D,M
34.94,25.0,R&D,F
34.71,25.0,R&D,F
32.49,25.0,R&D,M
31.15,25.0,R&D,M
30.75,25.0,R&D,M
31.04,25.0,R&D,M
34.33,25.0,R&D,F
31.24,25.0,R&D,M
32.52,25.0,R&D,M
30.54,25.0,R&D,M
32.81,25.0,R&D,M
31.44,25.0,R&D,M
32.01,25.0,R&D,M
31.79,25.0,R&D,M
32.22,25.0,R&D,M
32.35,25.0,R&D,M
31.91,25.0,R&D,M
32.38,25.0,R&D,M
32.08,25.0,R&D,M
31.63,25.0,R&D,M
31.38,25.0,R&D,M
32.03,25.0,R&D,M
31.34,25.0,R&D,M
33.510000000000005,25.0,R&D,F
32.94,25.0,R&D,M
33.43,25.0,R&D,M
31.64,25.0,R&D,M
32.09,25.0,R&D,M
31.78,25.0,R&D,M
34.0,25.0,R&D,F
33.81,25.0,R&D,F
32.69,25.0,R&D,M
33.65,25.0,R&D,F
34.46,25.0,R&D,M
32.61,25.0,R&D,M
33.2,25.0,R&D,M
33.1,25.0,R&D,M
34.84,25.0,R&D,F
35.11,25.0,R&D,F
31.13,25.0,R&D,M
30.87,25.0,R&D,M
32.77,25.0,R&D,M
33.0,25.0,R&D,M
33.61,25.0,R&D,M
31.02,25.0,R&D,M
31.82,25.0,R&D,F
31.68,25.0,R&D,M
32.47,25.0,R&D,M
32.47,25.0,R&D,M
33.37,25.0,R&D,M
34.92,25.0,R&D,F
32.43,25.0,R&D,M
32.43,25.0,R&D,M
33.91,25.0,R&D,F
32.75,25.0,R&D,M
33.870000000000005,25.0,R&D,F
32.34,25.0,R&D,M
33.86,25.0,R&D,F
31.49,25.0,R&D,M
33.08,25.0,R&D,F
31.05,25.0,R&D,M
33.21,25.0,R&D,M
34.15,25.0,R&D,F
31.59,25.0,R&D,M
32.66,25.0,R&D,M
35.31,25.0,R&D,F
31.9,25.0,R&D,M
32.26,25.0,R&D,M
31.48,25.0,R&D,M
32.8,25.0,R&D,M
32.22,25.0,R&D,M
34.98,25.0,R&D,F
32.870000000000005,25.0,R&D,F
32.56,25.0,R&D,M
31.06,25.0,R&D,M
30.33,25.0,R&D,M
32.68,25.0,R&D,M
32.97,25.0,R&D,M
34.34,25.0,R&D,F
32.35,25.0,R&D,M
33.55,25.0,R&D,M
31.21,25.0,R&D,M
32.28,25.0,R&D,M
33.4,25.0,R&D,F
32.1,25.0,R&D,M
32.53,25.0,R&D,M
33.0,25.0,R&D,M
33.03,25.0,R&D,M
33.1,25.0,R&D,M
34.41,25.0,R&D,F
32.9,25.0,R&D,M
31.83,25.0,R&D,M
33.92,25.0,R&D,M
32.27,25.0,R&D,M
31.43,25.0,R&D,M
32.54,25.0,R&D,M
32.14,25.0,R&D,M
31.87,25.0,R&D,M
32.47,25.0,R&D,M
31.49,25.0,R&D,M
32.46,25.0,R&D,M
32.12,25.0,R&D,M
33.23,25.0,R&D,M
33.19,25.0,R&D,M
32.4,25.0,R&D,M
31.85,25.0,R&D,M
32.8,25.0,R&D,F
35.06,25.0,R&D,F
31.23,25.0,R&D,M
33.68,25.0,R&D,F
34.28,25.0,R&D,F
31.84,25.0,R&D,M
32.39,25.0,R&D,M
31.84,25.0,R&D,M
31.74,25.0,R&D,M
31.72,25.0,R&D,M
32.14,25.0,R&D,M
31.19,25.0,R&D,M
31.65,25.0,R&D,M
30.89,25.0,R&D,M
32.26,25.0,R&D,M
30.95,25.0,R&D,M
32.09,25.0,R&D,M
31.86,25.0,R&D,M
32.56,25.0,R&D,M
32.11,25.0,R&D,M
32.11,25.0,R&D,M
34.49,25.0,R&D,F
33.75,25.0,R&D,F
32.6,25.0,R&D,M
32.65,25.0,R&D,M
32.47,25.0,R&D,M
33.61,25.0,R&D,F
35.5,25.0,R&D,F
30.89,25.0,R&D,M
32.46,25.0,R&D,M
33.07,25.0,R&D,M
30.7,25.0,R&D,M
33.17,25.0,R&D,M
32.45,25.0,R&D,M
33.67,25.0,R&D,F
33.07,25.0,R&D,F
31.21,25.0,R&D,M
32.4,25.0,R&D,M
34.81,25.0,R&D,F
32.42,25.0,R&D,M
30.37,25.0,R&D,M
31.75,25.0,R&D,M
34.69,25.0,R&D,F
34.16,25.0,R&D,F
33.5,25.0,R&D,F
33.21,25.0,R&D,M
34.5,25.0,R&D,F
33.05,25.0,R&D,M
31.25,25.0,R&D,M
34.55,25.0,R&D,F
32.88,25.0,R&D,M
35.03,25.0,R&D,F
32.4,25.0,R&D,M
31.66,25.0,R&D,M
32.82,25.0,R&D,M
31.96,25.0,R&D,M
34.73,25.0,R&D,F
32.78,25.0,R&D,M
33.53,25.0,R&D,F
32.5,25.0,R&D,M
31.85,25.0,R&D,M
31.21,25.0,R&D,M
32.38,25.0,R&D,M
31.7,25.0,R&D,M
33.47,25.0,R&D,M
31.45,25.0,R&D,M
31.89,25.0,R&D,M
32.15,25.0,R&D,M
32.27,25.0,R&D,M
32.02,25.0,R&D,M
32.43,25.0,R&D,M
32.31,25.0,R&D,M
33.8,25.0,R&D,M
31.51,25.0,R&D,M
31.73,25.0,R&D,M
31.87,25.0,R&D,M
33.46,25.0,R&D,F
31.88,25.0,R&D,M
34.95,25.0,R&D,F
31.34,25.0,R&D,M
33.93,25.0,R&D,F
32.8,25.0,R&D,M
31.92,25.0,R&D,M
31.0,25.0,R&D,M
32.72,25.0,R&D,M
34.53,25.0,R&D,F
30.58,25.0,R&D,M
31.86,25.0,R&D,M
32.3,25.0,R&D,M
32.88,25.0,R&D,M
32.75,25.0,R&D,M
31.77,25.0,R&D,M
33.72,25.0,R&D,M
33.35,25.0,R&D,M
32.75,25.0,R&D,M
33.33,25.0,R&D,M
33.31,25.0,R&D,M
30.79,25.0,R&D,M
30.67,25.0,R&D,M
35.07,25.0,R&D,F
32.58,25.0,R&D,M
31.64,25.0,R&D,M
31.33,25.0,R&D,M
31.63,25.0,R&D,M
33.06,25.0,R&D,F
31.65,25.0,R&D,M
34.87,25.0,R&D,F
33.730000000000004,25.0,R&D,F
31.92,25.0,R&D,M
32.1,25.0,R&D,F
32.57,25.0,R&D,M
32.72,25.0,R&D,M
34.03,25.0,R&D,M
31.67,25.0,R&D,M
31.02,25.0,R&D,M
32.69,25.0,R&D,M
30.36,25.0,R&D,M
31.61,25.0,R&D,M
31.94,25.0,R&D,M
32.55,25.0,R&D,M
31.81,25.0,R&D,M
31.45,25.0,R&D,M
31.68,25.0,R&D,M
31.92,25.0,R&D,M
32.53,25.0,R&D,M
32.79,25.0,R&D,M
32.83,25.0,R&D,F
32.25,25.0,R&D,M
31.09,25.0,R&D,M
32.45,25.0,R&D,M
32.52,25.0,R&D,M
34.16,25.0,R&D,M
31.41,25.0,R&D,M
32.97,25.0,R&D,M
31.37,25.0,R&D,M
33.27,25.0,R&D,M
33.18,25.0,R&D,M
32.15,25.0,R&D,M
32.86,25.0,R&D,F
31.74,25.0,R&D,M
31.92,25.0,R&D,M
32.8,25.0,R&D,M
32.5,25.0,R&D,M
31.74,25.0,R&D,M
31.95,25.0,R&D,M
32.76,25.0,R&D,M
32.21,25.0,R&D,M
31.38,25.0,R&D,M
30.84,25.0,R&D,M
30.94,25.0,R&D,M
31.66,25.0,R&D,M
33.27,25.0,R&D,F
32.45,25.0,R&D,M
31.49,25.0,R&D,M
32.43,25.0,R&D,M
31.17,25.0,R&D,M
34.96,25.0,R&D,F
31.34,25.0,R&D,M
33.980000000000004,25.0,R&D,F
31.68,25.0,R&D,M
31.52,25.0,R&D,M
35.18,25.0,R&D,F
33.4,25.0,R&D,M
35.44,25.0,R&D,F
30.81,25.0,R&D,M
32.24,25.0,R&D,M
31.69,25.0,R&D,M
31.08,25.0,R&D,M
34.55,25.0,R&D,F
33.61,25.0,R&D,M
32.7,25.0,R&D,M
34.05,25.0,R&D,F
30.92,25.0,R&D,M
32.11,25.0,R&D,M
32.14,25.0,R&D,M
32.25,25.0,R&D,M
33.06,25.0,R&D,M
31.51,25.0,R&D,M
33.42,25.0,R&D,M
33.57,25.0,R&D,M
33.28,25.0,R&D,M
35.13,25.0,R&D,F
32.32,25.0,R&D,M
31.75,25.0,R&D,M
31.58,25.0,R&D,M
35.28,25.0,R&D,F
33.4,25.0,R&D,M
32.82,25.0,R&D,M
32.93,25.0,R&D,M
32.36,25.0,R&D,M
30.41,25.0,R&D,M
34.12,25.0,R&D,F
31.8,25.0,R&D,M
32.32,25.0,R&D,M
31.6,25.0,R&D,M
32.66,25.0,R&D,M
30.83,25.0,R&D,M
34.03,25.0,R&D,M
34.49,25.0,R&D,F
33.03,25.0,R&D,M
31.47,25.0,R&D,M
30.39,25.0,R&D,M
32.7,25.0,R&D,M
31.11,25.0,R&D,M
32.33,25.0,R&D,M
33.01,25.0,R&D,M
32.45,25.0,R&D,M
31.13,25.0,R&D,M
31.78,25.0,R&D,M
32.37,25.0,R&D,M
31.17,25.0,R&D,M
32.13,25.0,R&D,M
32.79,25.0,R&D,F
31.62,25.0,R&D,M
31.86,25.0,R&D,M
32.32,25.0,R&D,M
31.38,25.0,R&D,M
31.7,25.0,R&D,M
32.17,25.0,R&D,M
30.68,25.0,R&D,M
31.99,25.0,R&D,M
31.37,25.0,R&D,M
35.78,25.0,R&D,F
34.95,25.0,R&D,F
31.37,25.0,R&D,M
31.55,25.0,R&D,M
32.23,25.0,R&D,M
35.58,25.0,R&D,F
32.81,25.0,R&D,M
33.47,25.0,R&D,M
33.3,25.0,R&D,F
32.43,25.0,R&D,M
32.36,25.0,R&D,M
33.69,25.0,R&D,F
35.55,25.0,R&D,F
31.4,25.0,R&D,M
35.04,25.0,R&D,F
30.76,25.0,R&D,M
32.3,25.0,R&D,M
31.95,25.0,R&D,M
31.1,25.0,R&D,M
32.3,25.0,R&D,M
32.19,25.0,R&D,M
32.25,25.0,R&D,M
32.18,25.0,R&D,M
33.04,25.0,R&D,F
32.31,25.0,R&D,M
33.85,25.0,R&D,F
17.33,30.0,Support,M
18.97,30.0,Support,M
19.42,30.0,Support,F
20.07,30.0,Support,F
20.02,30.0,Support,F
20.34,30.0,Support,F
17.06,30.0,Support,M
18.83,30.0,Support,M
18.1,30.0,Support,M
19.26,30.0,Support,F
21.07,30.0,Support,F
20.82,30.0,Support,F
19.02,30.0,Support,F
17.98,30.0,Support,M
18.74,30.0,Support,M
18.57,30.0,Support,M
18.79,30.0,Support,F
19.4,30.0,Support,F
17.61,30.0,Support,M
20.62,30.0,Support,F
17.2,30.0,Support,M
19.51,30.0,Support,F
20.57,30.0,Support,F
21.36,30.0,Support,F
20.58,30.0,Support,F
20.03,30.0,Support,F
19.21,30.0,Support,M
20.24,30.0,Support,F
19.75,30.0,Support,F
18.06,30.0,Support,M
18.24,30.0,Support,M
