Unnamed: 0,year,pay,department,gender
11857,1995,24.78,Sales,F
11858,1995,21.32,Sales,F
11859,1995,25.93,Sales,F
11860,1995,22.95,Sales,F
11861,1995,22.89,Sales,M
11862,1995,23.1,Sales,M
11863,1995,21.43,Sales,M
11864,1995,27.11,Sales,F
11865,1995,25.69,Sales,F
11866,1995,27.27,Sales,F
11867,1995,27.85,Sales,F
11868,1995,23.7,Sales,M
11869,1995,24.57,Sales,M
11870,1995,25.71,Sales,M
11871,1995,24.08,Sales,M
11872,1995,25.84,Sales,M
11873,1995,25.2,Sales,M
11874,1995,20.89,Sales,M
11875,1995,23.66,Sales,F
11876,1995,25.25,Sales,M
11877,1995,27.77,Sales,F
11878,1995,23.84,Sales,M
11879,1995,23.5,Sales,M
11880,1995,24.47,Sales,F
11881,1995,25.92,Sales,M
11882,1995,26.4,Sales,F
11883,1995,22.41,Sales,M
11884,1995,27.15,Sales,M
11885,1995,30.16,Sales,F
11886,1995,25.83,Sales,M
11887,1995,24.47,Sales,M
11888,1995,26.31,Sales,M
11889,1995,28.71,Sales,F
11890,1995,22.94,Sales,F
11891,1995,24.91,Sales,M
11892,1995,21.91,Sales,F
11893,1995,22.81,Sales,M
11894,1995,23.41,Sales,M
11895,1995,25.6,Sales,F
11896,1995,28.32,Sales,M
11897,1995,27.13,Sales,F
11898,1995,25.75,Sales,F
11899,1995,25.37,Sales,F
11900,1995,21.96,Sales,M
11901,1995,18.98,Sales,M
11902,1995,26.91,Sales,F
11903,1995,23.5,Sales,M
11904,1995,24.73,Sales,M
11905,1995,26.51,Sales,F
11906,1995,25.36,Sales,F
11907,1995,22.9,Sales,M
11908,1995,24.98,Sales,M
11909,1995,28.4,Sales,F
11910,1995,23.27,Sales,M
11911,1995,24.24,Sales,M
11912,1995,21.17,Sales,M
11913,1995,22.86,Sales,M
11914,1995,23.76,Sales,F
11915,1995,22.66,Sales,F
11916,1995,24.13,Sales,M
11917,1995,25.95,Sales,M
11918,1995,24.21,Sales,M
11919,1995,25.71,Sales,F
11920,1995,25.55,Sales,F
11921,1995,23.35,Sales,M
11922,1995,26.18,Sales,F
11923,1995,23.44,Sales,M
11924,1995,25.68,Sales,M
11925,1995,23.56,Sales,F
11926,1995,27.45,Sales,M
11927,1995,23.13,Sales,M
11928,1995,20.98,Sales,M
11929,1995,26.65,Sales,F
11930,1995,22.09,Sales,M
11931,1995,27.64,Sales,F
11932,1995,23.04,Sales,M
11933,1995,25.1,Sales,F
11934,1995,23.9,Sales,M
11935,1995,24.4,Sales,M
11936,1995,23.84,Sales,M
11937,1995,25.49,Sales,M
11938,1995,22.31,Sales,M
11939,1995,22.4,Sales,M
11940,1995,24.54,Sales,M
11941,1995,24.03,Sales,M
11942,1995,25.79,Sales,F
11943,1995,23.99,Sales,M
11944,1995,26.39,Sales,M
11945,1995,24.44,Sales,F
11946,1995,23.77,Sales,M
11947,1995,29.17,Sales,F
11948,1995,23.47,Sales,M
11949,1995,23.11,Sales,M
11950,1995,25.59,Sales,F
11951,1995,28.1,Sales,F
11952,1995,27.01,Sales,M
11953,1995,25.21,Sales,F
11954,1995,18.24,Sales,M
11955,1995,27.73,Sales,F
11956,1995,25.99,Sales,F
11957,1995,22.15,Sales,M
11958,1995,25.37,Sales,F
11959,1995,22.82,Sales,M
11960,1995,24.2,Sales,M
11961,1995,21.91,Sales,M
11962,1995,27.41,Sales,M
11963,1995,25.34,Sales,F
11964,1995,22.75,Sales,F
11965,1995,29.05,Sales,F
11966,1995,22.5,Sales,F
11967,1995,21.55,Sales,F
11968,1995,26.39,Sales,M
11969,1995,22.79,Sales,M
11970,1995,21.07,Sales,F
11971,1995,24.52,Sales,M
11972,1995,26.19,Sales,F
11973,1995,23.29,Sales,F
11974,1995,25.6,Sales,F
11975,1995,24.9,Sales,M
11976,1995,26.93,Sales,F
11977,1995,25.22,Sales,M
11978,1995,23.53,Sales,M
11979,1995,25.89,Sales,M
11980,1995,25.93,Sales,F
11981,1995,24.7,Sales,M
11982,1995,25.54,Sales,F
11983,1995,24.65,Sales,M
11984,1995,22.64,Sales,M
11985,1995,22.86,Sales,F
11986,1995,24.21,Sales,M
11987,1995,25.48,Sales,M
11988,1995,23.08,Sales,M
11989,1995,26.34,Sales,M
11990,1995,25.09,Sales,F
11991,1995,27.38,Sales,F
11992,1995,28.11,Sales,F
11993,1995,24.46,Sales,M
11994,1995,22.59,Sales,F
11995,1995,26.53,Sales,M
11996,1995,20.97,Sales,M
11997,1995,23.01,Sales,F
11998,1995,24.69,Sales,M
11999,1995,23.03,Sales,M
12000,1995,24.9,Sales,M
12001,1995,28.23,Sales,F
12002,1995,24.62,Sales,M
12003,1995,20.5,Sales,M
12004,1995,18.94,Sales,M
12005,1995,27.41,Sales,F
12006,1995,27.93,Sales,F
12007,1995,24.82,Sales,M
12008,1995,27.26,Sales,F
12009,1995,23.52,Sales,M
12010,1995,24.79,Sales,M
12011,1995,26.39,Sales,F
12012,1995,22.81,Sales,M
12013,1995,25.36,Sales,F
12014,1995,23.43,Sales,M
12015,1995,22.06,Sales,F
12016,1995,26.8,Sales,F
12017,1995,27.52,Sales,F
12018,1995,24.37,Sales,F
12019,1995,24.66,Sales,M
12020,1995,27.04,Sales,F
12021,1995,23.18,Sales,F
12022,1995,25.9,Sales,M
12023,1995,19.9,Sales,M
12024,1995,20.29,Sales,M
12025,1995,23.73,Sales,M
12026,1995,23.58,Sales,M
12027,1995,25.57,Sales,F
12028,1995,29.66,Sales,F
12029,1995,21.77,Sales,M
12030,1995,23.74,Sales,M
12031,1995,28.85,Sales,F
12032,1995,29.39,Sales,F
12033,1995,26.41,Sales,M
12034,1995,27.0,Sales,M
12035,1995,24.35,Sales,M
12036,1995,25.45,Sales,M
12037,1995,23.72,Sales,M
12038,1995,26.36,Sales,F
12039,1995,26.42,Sales,F
12040,1995,22.57,Sales,M
12041,1995,25.17,Sales,F
12042,1995,23.55,Sales,F
12043,1995,24.14,Sales,M
12044,1995,23.05,Sales,M
12045,1995,22.61,Sales,M
12046,1995,22.18,Sales,M
12047,1995,27.97,Sales,F
12048,1995,23.72,Sales,M
12049,1995,20.63,Sales,M
12050,1995,22.84,Sales,M
12051,1995,23.34,Sales,F
12052,1995,29.62,Sales,F
12053,1995,23.75,Sales,M
12054,1995,25.13,Sales,M
12055,1995,22.91,Sales,F
12056,1995,23.5,Sales,M
12057,1995,27.51,Sales,M
12058,1995,24.53,Sales,F
12059,1995,24.19,Sales,M
12060,1995,23.35,Sales,F
12061,1995,26.91,Sales,F
12062,1995,24.05,Sales,M
12063,1995,23.32,Sales,M
12064,1995,23.63,Sales,F
12065,1995,25.22,Sales,M
12066,1995,21.26,Sales,M
12067,1995,21.55,Sales,M
12068,1995,25.07,Sales,F
12069,1995,25.05,Sales,F
12070,1995,26.86,Sales,F
12071,1995,24.3,Sales,F
12072,1995,25.06,Sales,F
12073,1995,29.67,Sales,F
12074,1995,22.7,Sales,M
12075,1995,29.47,Sales,M
12076,1995,22.87,Sales,F
12077,1995,25.91,Sales,F
12078,1995,24.55,Sales,F
12079,1995,24.54,Sales,M
12080,1995,24.31,Sales,F
12081,1995,26.03,Sales,M
12082,1995,24.61,Sales,M
12083,1995,27.84,Sales,F
12084,1995,24.23,Sales,M
12085,1995,24.37,Sales,M
12086,1995,24.43,Sales,M
12087,1995,28.3,Sales,F
12088,1995,28.32,Sales,F
12089,1995,29.57,Sales,F
12090,1995,24.37,Sales,M
12091,1995,26.25,Sales,F
12092,1995,26.11,Sales,F
12093,1995,22.72,Sales,F
12094,1995,26.46,Sales,F
12095,1995,26.27,Sales,M
12096,1995,26.0,Sales,M
12097,1995,22.51,Sales,M
12098,1995,28.57,Sales,F
12099,1995,25.26,Sales,F
12100,1995,23.35,Sales,M
12101,1995,22.16,Sales,M
12102,1995,22.31,Sales,M
12103,1995,25.83,Sales,F
12104,1995,27.43,Sales,F
12105,1995,23.03,Sales,M
12106,1995,26.63,Sales,M
12107,1995,24.52,Sales,F
12108,1995,25.8,Sales,M
12109,1995,25.17,Sales,F
12110,1995,22.84,Sales,M
12111,1995,28.98,Sales,F
12112,1995,25.93,Sales,M
12113,1995,27.01,Sales,F
12114,1995,27.29,Sales,F
12115,1995,26.83,Sales,F
12116,1995,25.11,Sales,M
12117,1995,23.9,Sales,M
12118,1995,23.68,Sales,F
12119,1995,20.63,Sales,M
12120,1995,24.95,Sales,M
12121,1995,22.54,Sales,M
12122,1995,29.38,Sales,F
12123,1995,22.72,Sales,M
12124,1995,26.54,Sales,F
12125,1995,20.41,Sales,M
12126,1995,23.58,Sales,M
12127,1995,23.59,Sales,M
12128,1995,27.17,Sales,M
12129,1995,26.11,Sales,F
12130,1995,23.19,Sales,M
12131,1995,27.62,Sales,F
12132,1995,24.41,Sales,F
12133,1995,27.48,Sales,F
12134,1995,25.02,Sales,F
12135,1995,25.32,Sales,F
12136,1995,23.93,Sales,M
12137,1995,21.41,Sales,M
12138,1995,26.04,Sales,F
12139,1995,21.9,Sales,F
12140,1995,25.33,Sales,F
12141,1995,22.41,Sales,F
12142,1995,24.82,Sales,F
12143,1995,24.58,Sales,M
12144,1995,25.07,Sales,F
12145,1995,25.34,Sales,M
12146,1995,23.85,Sales,F
12147,1995,25.56,Sales,F
12148,1995,24.75,Sales,F
12149,1995,24.94,Sales,F
12150,1995,25.06,Sales,F
12151,1995,24.01,Sales,F
12152,1995,24.08,Sales,M
12153,1995,26.1,Sales,M
12154,1995,21.49,Sales,M
12155,1995,25.94,Sales,F
12156,1995,28.97,Sales,F
12157,1995,23.97,Sales,F
12158,1995,25.2,Sales,M
12159,1995,27.07,Sales,M
12160,1995,28.83,Sales,F
12161,1995,27.05,Sales,F
12162,1995,24.86,Sales,M
12163,1995,22.86,Sales,M
12164,1995,24.65,Sales,M
12165,1995,23.04,Sales,M
12166,1995,26.53,Sales,F
12167,1995,28.36,Sales,F
12168,1995,27.86,Sales,F
12169,1995,26.95,Sales,M
12170,1995,24.6,Sales,F
12171,1995,20.2,Sales,M
12172,1995,22.17,Sales,M
12173,1995,23.6,Sales,M
12174,1995,24.53,Sales,F
12175,1995,21.25,Sales,M
12176,1995,26.19,Sales,M
12177,1995,27.27,Sales,M
12178,1995,24.2,Sales,M
12179,1995,25.17,Sales,F
12180,1995,29.58,Sales,M
12181,1995,16.49,Sales,M
12182,1995,23.89,Sales,M
12183,1995,27.81,Sales,M
12184,1995,25.98,Sales,M
12185,1995,27.04,Sales,F
12186,1995,21.28,Sales,M
12187,1995,23.9,Sales,M
12188,1995,23.14,Sales,M
12189,1995,22.49,Sales,M
12190,1995,24.68,Sales,M
12191,1995,26.54,Sales,M
12192,1995,23.87,Sales,M
12193,1995,26.54,Sales,F
12194,1995,21.62,Sales,M
12195,1995,27.82,Sales,F
12196,1995,24.86,Sales,M
12197,1995,23.87,Sales,F
12198,1995,22.73,Sales,M
12199,1995,24.81,Sales,M
12200,1995,27.57,Sales,F
12201,1995,23.91,Sales,M
12202,1995,26.68,Sales,F
12203,1995,21.89,Sales,M
12204,1995,22.79,Sales,M
12205,1995,26.32,Sales,M
12206,1995,21.39,Sales,M
12207,1995,31.74,Sales,F
12208,1995,30.16,Sales,F
12209,1995,19.35,Sales,M
12210,1995,26.78,Sales,F
12211,1995,28.93,Sales,F
12212,1995,23.46,Sales,M
12213,1995,26.39,Sales,M
12214,1995,27.02,Sales,F
12215,1995,25.21,Sales,M
12216,1995,27.93,Sales,M
12217,1995,20.63,Sales,M
12218,1995,24.28,Sales,M
12219,1995,29.19,Sales,M
12220,1995,25.04,Sales,M
12221,1995,24.95,Sales,F
12222,1995,27.89,Sales,M
12223,1995,24.64,Sales,M
12224,1995,22.7,Sales,M
12225,1995,22.01,Sales,M
12226,1995,24.68,Sales,M
12227,1995,23.49,Sales,F
12228,1995,24.69,Sales,M
12229,1995,23.52,Sales,M
12230,1995,23.99,Sales,M
12231,1995,21.89,Sales,M
12232,1995,28.15,Sales,F
12233,1995,25.28,Sales,M
12234,1995,22.03,Sales,M
12235,1995,26.22,Sales,F
12236,1995,25.41,Sales,F
12237,1995,21.92,Sales,F
12238,1995,26.59,Sales,F
12239,1995,22.23,Sales,M
12240,1995,26.97,Sales,F
12241,1995,23.74,Sales,M
12242,1995,23.79,Sales,M
12243,1995,25.92,Sales,M
12244,1995,23.21,Sales,M
12245,1995,22.01,Sales,M
12246,1995,26.29,Sales,M
12247,1995,26.08,Sales,M
12248,1995,27.37,Sales,M
12249,1995,23.88,Sales,M
12250,1995,27.93,Sales,M
12251,1995,24.34,Sales,M
12252,1995,21.96,Sales,F
12253,1995,26.29,Sales,F
12254,1995,21.57,Sales,F
12255,1995,23.05,Sales,M
12256,1995,24.69,Sales,M
12257,1995,25.51,Sales,M
12258,1995,24.47,Sales,M
12259,1995,26.1,Sales,F
12260,1995,23.26,Sales,M
12261,1995,26.49,Sales,F
12262,1995,26.62,Sales,M
12263,1995,22.18,Sales,M
12264,1995,30.01,Sales,F
12265,1995,20.71,Sales,M
12266,1995,23.7,Sales,F
12267,1995,19.99,Sales,M
12268,1995,24.74,Sales,M
12269,1995,21.07,Sales,M
12270,1995,25.19,Sales,M
12271,1995,23.55,Sales,F
12272,1995,24.75,Sales,M
12273,1995,24.72,Sales,M
12274,1995,24.94,Sales,F
12275,1995,20.83,Sales,M
12276,1995,26.57,Sales,M
12277,1995,20.56,Sales,M
12278,1995,26.81,Sales,F
12279,1995,23.9,Sales,M
12280,1995,23.87,Sales,M
12281,1995,26.94,Sales,F
12282,1995,22.25,Sales,M
12283,1995,26.45,Sales,M
12284,1995,26.53,Sales,F
12285,1995,26.35,Sales,F
12286,1995,23.09,Sales,M
12287,1995,22.4,Sales,M
12288,1995,25.64,Sales,F
12289,1995,26.1,Sales,F
12290,1995,24.5,Sales,F
12291,1995,21.46,Sales,M
12292,1995,21.32,Sales,M
12293,1995,27.11,Sales,F
12294,1995,26.44,Sales,M
12295,1995,23.95,Sales,M
12296,1995,24.92,Sales,F
12297,1995,27.14,Sales,F
12298,1995,21.9,Sales,M
12299,1995,20.49,Sales,M
12300,1995,22.62,Sales,M
12301,1995,25.32,Sales,M
12302,1995,26.18,Sales,M
12303,1995,27.16,Sales,F
12304,1995,22.29,Sales,M
12305,1995,23.71,Sales,M
12306,1995,26.39,Sales,F
12307,1995,29.1,Sales,F
12308,1995,24.5,Sales,M
12309,1995,23.98,Sales,F
12310,1995,24.93,Sales,M
12311,1995,21.25,Sales,M
12312,1995,22.84,Sales,F
12313,1995,24.17,Sales,M
12314,1995,28.58,Sales,F
12315,1995,29.68,Sales,F
12316,1995,22.52,Sales,M
12317,1995,25.25,Sales,F
12318,1995,24.38,Sales,F
12319,1995,26.02,Sales,F
12320,1995,23.05,Sales,M
12321,1995,27.39,Sales,F
12322,1995,25.85,Sales,M
12323,1995,24.8,Sales,M
12324,1995,23.68,Sales,M
12325,1995,28.74,Sales,F
12326,1995,25.67,Sales,M
12327,1995,21.32,Sales,M
12328,1995,24.9,Sales,M
12329,1995,21.45,Sales,M
12330,1995,25.33,Sales,F
12331,1995,26.76,Sales,F
12332,1995,24.16,Sales,M
12333,1995,27.39,Sales,F
12334,1995,24.34,Sales,M
12335,1995,27.43,Sales,M
12336,1995,27.39,Sales,F
12337,1995,28.44,Sales,F
12338,1995,19.8,Sales,M
12339,1995,22.55,Sales,F
12340,1995,23.14,Sales,M
12341,1995,25.82,Sales,M
12342,1995,24.85,Sales,M
12343,1995,24.09,Sales,M
12344,1995,25.08,Sales,M
12345,1995,25.74,Sales,F
12346,1995,25.81,Sales,F
12347,1995,26.63,Sales,F
12348,1995,23.78,Sales,M
12349,1995,26.55,Sales,F
12350,1995,21.2,Sales,M
12351,1995,23.85,Sales,F
12352,1995,22.78,Sales,M
12353,1995,24.74,Sales,M
12354,1995,26.09,Sales,F
12355,1995,25.59,Sales,M
12356,1995,23.27,Sales,M
12357,1995,24.29,Sales,M
12358,1995,26.03,Sales,M
12359,1995,25.69,Sales,M
12360,1995,21.37,Sales,M
12361,1995,25.71,Sales,M
12362,1995,25.33,Sales,M
12363,1995,25.85,Sales,M
12364,1995,25.75,Sales,F
12365,1995,25.98,Sales,F
12366,1995,26.94,Sales,M
12367,1995,24.02,Sales,M
12368,1995,26.98,Sales,M
12369,1995,19.24,Sales,M
12370,1995,25.72,Sales,M
12371,1995,22.15,Sales,M
12372,1995,23.19,Sales,F
12373,1995,22.07,Sales,M
12374,1995,29.1,Sales,F
12375,1995,25.54,Sales,F
12376,1995,26.85,Sales,F
12377,1995,24.32,Sales,M
12378,1995,22.57,Sales,F
12379,1995,27.91,Sales,F
12380,1995,23.89,Sales,M
12381,1995,26.92,Sales,F
12382,1995,27.06,Sales,F
12383,1995,24.47,Sales,M
12384,1995,23.18,Sales,M
12385,1995,24.93,Sales,M
12386,1995,26.08,Sales,F
12387,1995,22.65,Sales,M
12388,1995,28.23,Sales,F
12389,1995,25.12,Sales,F
12390,1995,26.87,Sales,F
12391,1995,24.53,Sales,M
12392,1995,27.64,Sales,F
12393,1995,27.03,Sales,F
12394,1995,25.49,Sales,F
12395,1995,24.58,Sales,M
12396,1995,21.44,Sales,M
12397,1995,26.53,Sales,M
12398,1995,25.35,Sales,F
12399,1995,28.33,Sales,F
12400,1995,24.86,Sales,M
12401,1995,22.02,Sales,M
12402,1995,20.78,Sales,M
12403,1995,23.22,Sales,F
12404,1995,20.79,Sales,M
12405,1995,21.84,Sales,M
12406,1995,26.04,Sales,M
12407,1995,26.46,Sales,M
12408,1995,27.67,Sales,F
12409,1995,24.32,Sales,M
12410,1995,23.28,Sales,M
12411,1995,26.3,Sales,F
12412,1995,23.86,Sales,M
12413,1995,25.29,Sales,F
12414,1995,25.55,Sales,F
12415,1995,23.45,Sales,F
12416,1995,23.45,Sales,F
12417,1995,25.14,Sales,M
12418,1995,26.69,Sales,F
12419,1995,27.94,Sales,F
12420,1995,26.96,Sales,M
12421,1995,30.44,Sales,F
12422,1995,28.43,Sales,F
12423,1995,30.69,Sales,F
12424,1995,25.86,Sales,F
12425,1995,25.08,Sales,M
12426,1995,25.04,Sales,M
12427,1995,27.15,Sales,F
12428,1995,21.73,Sales,F
12429,1995,25.31,Sales,M
12430,1995,25.36,Sales,F
12431,1995,46.51,Management,F
12432,1995,45.89,Management,M
12433,1995,50.8,Management,F
12434,1995,43.93,Management,M
12435,1995,48.56,Management,M
12436,1995,49.26,Management,M
12437,1995,45.5,Management,M
12438,1995,45.48,Management,M
12439,1995,45.02,Management,M
12440,1995,50.26,Management,M
12441,1995,46.54,Management,M
12442,1995,48.42,Management,F
12443,1995,46.99,Management,M
12444,1995,47.89,Management,F
12445,1995,43.74,Management,M
12446,1995,44.68,Management,M
12447,1995,46.96,Management,M
12448,1995,51.27,Management,F
12449,1995,48.09,Management,M
12450,1995,49.49,Management,M
12451,1995,48.52,Management,F
12452,1995,48.21,Management,M
12453,1995,46.23,Management,F
12454,1995,49.53,Management,F
12455,1995,50.18,Management,F
12456,1995,44.34,Management,M
12457,1995,46.72,Management,F
12458,1995,45.67,Management,M
12459,1995,45.61,Management,M
12460,1995,49.0,Management,F
12461,1995,50.6,Management,F
12462,1995,47.42,Management,M
12463,1995,49.76,Management,M
12464,1995,45.99,Management,M
12465,1995,48.31,Management,F
12466,1995,45.68,Management,M
12467,1995,46.84,Management,F
12468,1995,43.52,Management,M
12469,1995,49.62,Management,M
12470,1995,46.34,Management,M
12471,1995,43.45,Management,M
12472,1995,46.63,Management,M
12473,1995,47.31,Management,M
12474,1995,44.83,Management,M
12475,1995,47.34,Management,M
12476,1995,46.23,Management,M
12477,1995,45.18,Management,F
12478,1995,44.89,Management,M
12479,1995,46.41,Management,M
12480,1995,48.31,Management,M
12481,1995,43.82,Management,M
12482,1995,44.2,Management,M
12483,1995,47.33,Management,M
12484,1995,48.59,Management,M
12485,1995,49.79,Management,F
12486,1995,45.44,Management,M
12487,1995,47.41,Management,M
12488,1995,46.72,Management,F
12489,1995,48.3,Management,F
12490,1995,45.23,Management,M
12491,1995,47.85,Management,F
12492,1995,47.69,Management,F
12493,1995,46.74,Management,F
12494,1995,45.15,Management,M
12495,1995,43.94,Management,M
12496,1995,48.69,Management,M
12497,1995,46.8,Management,M
12498,1995,45.76,Management,M
12499,1995,48.71,Management,M
12500,1995,48.85,Management,F
12501,1995,50.98,Management,F
12502,1995,47.33,Management,F
12503,1995,46.67,Management,F
12504,1995,48.87,Management,F
12505,1995,49.68,Management,M
12506,1995,44.09,Management,M
12507,1995,46.95,Management,M
12508,1995,50.29,Management,F
12509,1995,49.72,Management,M
12510,1995,43.4,Management,M
12511,1995,48.51,Management,M
12512,1995,47.96,Management,F
12513,1995,46.59,Management,M
12514,1995,47.6,Management,M
12515,1995,46.38,Management,M
12516,1995,49.27,Management,M
12517,1995,43.32,Management,M
12518,1995,48.95,Management,M
12519,1995,46.02,Management,F
12520,1995,46.95,Management,M
12521,1995,46.98,Management,M
12522,1995,43.73,Management,M
12523,1995,45.3,Management,M
12524,1995,47.65,Management,F
12525,1995,49.84,Management,M
12526,1995,48.0,Management,M
12527,1995,44.7,Management,M
12528,1995,48.55,Management,F
12529,1995,47.42,Management,F
12530,1995,49.54,Management,F
12531,1995,50.14,Management,F
12532,1995,44.69,Management,M
12533,1995,48.98,Management,M
12534,1995,49.66,Management,F
12535,1995,51.4,Management,F
12536,1995,49.09,Management,M
12537,1995,43.65,Management,M
12538,1995,43.6,Management,M
12539,1995,49.17,Management,F
12540,1995,48.29,Management,M
12541,1995,51.18,Management,F
12542,1995,46.79,Management,M
12543,1995,48.22,Management,F
12544,1995,49.49,Management,F
12545,1995,46.06,Management,M
12546,1995,47.83,Management,M
12547,1995,49.12,Management,F
12548,1995,45.95,Management,M
12549,1995,47.54,Management,F
12550,1995,49.49,Management,F
12551,1995,47.07,Management,M
12552,1995,47.49,Management,M
12553,1995,48.4,Management,M
12554,1995,49.45,Management,F
12555,1995,48.06,Management,M
12556,1995,48.57,Management,M
12557,1995,51.93,Management,F
12558,1995,47.88,Management,M
12559,1995,49.82,Management,F
12560,1995,47.74,Management,M
12561,1995,49.08,Management,F
12562,1995,50.12,Management,M
12563,1995,51.4,Management,F
12564,1995,44.5,Management,M
12565,1995,43.59,Management,M
12566,1995,47.94,Management,F
12567,1995,47.13,Management,F
12568,1995,48.19,Management,F
12569,1995,45.32,Management,M
12570,1995,49.72,Management,F
12571,1995,45.39,Management,M
12572,1995,51.06,Management,F
12573,1995,47.57,Management,M
12574,1995,45.98,Management,F
12575,1995,50.06,Management,F
12576,1995,47.57,Management,M
12577,1995,47.91,Management,F
12578,1995,42.89,Management,M
12579,1995,45.22,Management,M
12580,1995,49.4,Management,M
12581,1995,51.58,Management,M
12582,1995,47.9,Management,M
12583,1995,49.36,Management,F
12584,1995,48.02,Management,F
12585,1995,47.89,Management,M
12586,1995,42.73,Management,M
12587,1995,49.7,Management,F
12588,1995,48.45,Management,M
12589,1995,48.87,Management,M
12590,1995,50.89,Management,F
12591,1995,50.97,Management,F
12592,1995,47.42,Management,M
12593,1995,47.18,Management,M
12594,1995,46.47,Management,M
12595,1995,42.91,Management,M
12596,1995,43.36,Management,F
12597,1995,50.55,Management,F
12598,1995,48.62,Management,F
12599,1995,45.77,Management,M
12600,1995,46.54,Management,M
12601,1995,46.78,Management,M
12602,1995,46.44,Management,M
12603,1995,43.72,Management,M
12604,1995,50.11,Management,F
12605,1995,50.16,Management,M
12606,1995,48.06,Management,F
12607,1995,48.08,Management,F
12608,1995,46.91,Management,M
12609,1995,47.85,Management,F
12610,1995,45.86,Management,M
12611,1995,46.54,Management,M
12612,1995,48.6,Management,M
12613,1995,41.64,Management,M
12614,1995,48.71,Management,M
12615,1995,47.83,Management,M
12616,1995,47.82,Management,F
12617,1995,48.53,Management,M
12618,1995,48.4,Management,F
12619,1995,44.0,Management,M
12620,1995,49.41,Management,F
12621,1995,48.96,Management,M
12622,1995,49.16,Management,F
12623,1995,51.06,Management,F
12624,1995,47.28,Management,M
12625,1995,46.75,Management,M
12626,1995,48.44,Management,F
12627,1995,44.01,Management,M
12628,1995,50.31,Management,F
12629,1995,49.05,Management,F
12630,1995,45.18,Management,M
12631,1995,46.12,Management,M
12632,1995,49.07,Management,F
12633,1995,45.78,Management,M
12634,1995,45.2,Management,M
12635,1995,49.25,Management,F
12636,1995,46.69,Management,F
12637,1995,48.65,Management,F
12638,1995,51.49,Management,F
12639,1995,47.85,Management,F
12640,1995,48.26,Management,F
12641,1995,50.17,Management,F
12642,1995,48.17,Management,M
12643,1995,49.16,Management,M
12644,1995,45.35,Management,M
12645,1995,46.76,Management,M
12646,1995,47.41,Management,M
12647,1995,46.63,Management,F
12648,1995,43.49,Management,M
12649,1995,45.23,Management,M
12650,1995,49.62,Management,M
12651,1995,48.5,Management,F
12652,1995,45.85,Management,M
12653,1995,49.28,Management,M
12654,1995,50.65,Management,F
12655,1995,47.37,Management,M
12656,1995,47.28,Management,M
12657,1995,48.3,Management,M
12658,1995,48.01,Management,F
12659,1995,50.44,Management,F
12660,1995,50.24,Management,M
12661,1995,45.7,Management,M
12662,1995,45.61,Management,M
12663,1995,45.36,Management,M
12664,1995,48.29,Management,M
12665,1995,47.6,Management,M
12666,1995,44.59,Management,M
12667,1995,49.38,Management,F
12668,1995,47.31,Management,F
12669,1995,51.06,Management,F
12670,1995,49.85,Management,M
12671,1995,47.47,Management,F
12672,1995,48.57,Management,M
12673,1995,50.49,Management,M
12674,1995,47.24,Management,M
12675,1995,47.4,Management,M
12676,1995,49.44,Management,M
12677,1995,49.21,Management,M
12678,1995,45.14,Management,M
12679,1995,51.51,Management,F
12680,1995,46.65,Management,F
12681,1995,46.73,Management,F
12682,1995,49.18,Management,F
12683,1995,44.27,Management,M
12684,1995,45.68,Management,M
12685,1995,44.18,Management,M
12686,1995,41.4,Management,M
12687,1995,44.4,Management,F
12688,1995,48.79,Management,M
12689,1995,45.5,Management,M
12690,1995,41.31,Management,M
12691,1995,47.42,Management,M
12692,1995,46.54,Management,M
12693,1995,49.07,Management,F
12694,1995,49.44,Management,F
12695,1995,47.12,Management,F
12696,1995,47.03,Management,M
12697,1995,46.51,Management,M
12698,1995,47.01,Management,M
12699,1995,45.48,Management,M
12700,1995,48.51,Management,F
12701,1995,48.96,Management,F
12702,1995,48.06,Management,M
12703,1995,49.25,Management,M
12704,1995,45.97,Management,M
12705,1995,45.81,Management,M
12706,1995,50.66,Management,F
12707,1995,45.13,Management,M
12708,1995,44.62,Management,M
12709,1995,45.23,Management,M
12710,1995,46.38,Management,F
12711,1995,47.94,Management,F
12712,1995,47.94,Management,F
12713,1995,50.61,Management,F
12714,1995,46.94,Management,M
12715,1995,49.98,Management,M
12716,1995,47.58,Management,F
12717,1995,47.84,Management,F
12718,1995,51.69,Management,M
12719,1995,45.58,Management,M
12720,1995,47.66,Management,M
12721,1995,48.74,Management,F
12722,1995,45.82,Management,M
12723,1995,45.6,Management,M
12724,1995,45.27,Management,F
12725,1995,51.02,Management,M
12726,1995,48.13,Management,M
12727,1995,47.36,Management,M
12728,1995,49.53,Management,M
12729,1995,49.39,Management,M
12730,1995,45.2,Management,M
12731,1995,49.17,Management,M
12732,1995,45.59,Management,M
12733,1995,46.35,Management,M
12734,1995,44.05,Management,M
12735,1995,46.35,Management,M
12736,1995,50.19,Management,M
12737,1995,51.06,Management,F
12738,1995,48.42,Management,M
12739,1995,48.04,Management,F
12740,1995,51.01,Management,F
12741,1995,48.07,Management,M
12742,1995,45.06,Management,M
12743,1995,47.71,Management,F
12744,1995,51.13,Management,M
12745,1995,50.49,Management,F
12746,1995,48.76,Management,M
12747,1995,47.03,Management,M
12748,1995,46.93,Management,M
12749,1995,47.85,Management,F
