Id,LotArea,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,MasVnrType,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,GrLivArea,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,SaleType,SaleCondition,SalePrice
733,11404,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,2031,Gd,8,Typ,1,2,541,Y,WD,Normal,222500
734,10000,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,None,TA,TA,CBlock,GasA,Ex,1,1144,TA,6,Typ,1,1,264,Y,WD,Normal,131400
735,8978,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,None,TA,TA,PConc,GasA,TA,1,948,TA,6,Typ,0,1,300,Y,WD,Family,108000
736,10800,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,None,TA,TA,BrkTil,GasW,Fa,0,1768,TA,6,Typ,2,2,320,N,WD,Normal,163000
737,8544,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,None,TA,TA,CBlock,GasA,Gd,0,1040,TA,6,Typ,0,2,400,Y,WD,Normal,93500
738,10463,HLS,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,None,Gd,TA,PConc,GasA,Ex,1,1801,Gd,8,Typ,1,3,800,Y,WD,Normal,239900
739,10800,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,None,TA,TA,CBlock,GasA,TA,1,1200,TA,5,Typ,0,0,0,Y,WD,Alloca,179000
740,9313,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1728,Gd,7,Typ,0,2,572,Y,WD,Normal,190000
741,9600,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,None,TA,Gd,BrkTil,GasA,Ex,1,1432,TA,7,Typ,0,2,360,Y,WD,Abnorml,132000
742,6768,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,None,TA,Gd,CBlock,GasA,Gd,1,912,Gd,5,Typ,0,1,288,Y,WD,Normal,142000
743,8450,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,BrkFace,TA,TA,PConc,GasA,Ex,1,1349,TA,6,Typ,0,2,539,Y,WD,Normal,179000
744,12886,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,None,TA,TA,CBlock,GasA,Ex,1,1464,TA,6,Min2,1,2,480,Y,WD,Normal,175000
745,5395,HLS,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,None,Gd,TA,PConc,GasA,Gd,1,1337,Gd,5,Typ,1,2,462,Y,WD,Normal,180000
746,8963,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,BrkFace,Ex,Gd,CBlock,GasA,Ex,1,2715,Gd,11,Typ,2,2,831,Y,WD,Normal,299800
747,8795,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,2256,Gd,8,Typ,1,2,554,Y,WD,Normal,236000
748,11700,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,None,Gd,TA,Stone,GasW,TA,0,2640,Gd,8,Typ,1,4,864,N,WD,Normal,265979
749,10593,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1720,Gd,7,Typ,1,2,527,Y,WD,Normal,260400
750,8405,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,None,TA,TA,Slab,Wall,TA,0,1529,TA,9,Mod,0,1,240,N,WD,Normal,98000
751,8800,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,None,TA,TA,BrkTil,GasA,Gd,1,1140,TA,7,Min2,0,0,0,N,WD,Normal,96500
752,7750,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1320,Gd,6,Typ,0,2,400,Y,WD,Normal,162000
753,9236,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,None,TA,Gd,PConc,GasA,Ex,1,1494,Gd,6,Typ,0,2,576,Y,WD,Normal,217000
754,10240,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,BrkFace,Gd,TA,PConc,GasA,Gd,1,2098,Ex,8,Typ,1,3,878,Y,WD,Normal,275500
755,7930,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,None,TA,TA,CBlock,GasA,Gd,1,1026,Gd,5,Typ,0,2,440,Y,WD,Normal,156000
756,3230,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,BrkFace,TA,TA,PConc,GasA,Gd,1,1471,TA,6,Typ,0,2,440,Y,WD,Normal,172500
757,10769,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,None,Gd,TA,PConc,GasA,Ex,1,1768,Gd,7,Typ,0,2,578,Y,WD,Normal,212000
758,11616,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,BrkCmn,TA,TA,CBlock,GasA,TA,1,1386,TA,6,Typ,1,2,440,Y,WD,Abnorml,158900
759,2280,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,BrkFace,TA,TA,PConc,GasA,Gd,1,1501,TA,6,Typ,0,2,440,Y,WD,Normal,179400
760,12257,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,2531,Gd,9,Typ,1,3,752,Y,WD,Normal,290000
761,9100,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,None,TA,TA,CBlock,GasA,Ex,1,864,TA,5,Typ,0,1,300,Y,WD,Normal,127500
762,6911,Lvl,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,None,TA,TA,PConc,GasA,TA,1,1301,Fa,5,Min1,0,2,440,Y,WD,Normal,100000
763,8640,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,None,TA,TA,PConc,GasA,Ex,1,1547,Gd,7,Typ,0,2,614,Y,Con,Normal,215200
764,9430,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,2365,Gd,8,Typ,1,3,856,Y,WD,Normal,337000
765,9549,Lvl,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,None,Gd,Gd,PConc,GasA,Ex,1,1494,Ex,6,Typ,1,2,481,Y,WD,Normal,270000
766,14587,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,Stone,Gd,TA,PConc,GasA,Ex,1,1506,Ex,6,Typ,1,2,592,Y,New,Partial,264132
767,10421,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,BrkFace,TA,TA,CBlock,GasA,TA,1,1714,TA,7,Typ,1,2,496,Y,WD,Normal,196500
768,12508,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,None,TA,TA,CBlock,GasA,Ex,1,1750,TA,7,Mod,0,1,423,Y,WD,Normal,160000
769,9100,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1836,Gd,8,Typ,1,2,484,Y,WD,Normal,216837
770,53504,HLS,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,BrkFace,Ex,TA,PConc,GasA,Ex,1,3279,Ex,12,Mod,1,3,841,Y,WD,Normal,538000
771,7252,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,None,TA,TA,CBlock,GasA,TA,1,858,TA,5,Typ,0,2,576,Y,WD,Normal,134900
772,8877,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,None,TA,TA,CBlock,GasA,TA,1,1220,TA,6,Typ,0,2,396,Y,COD,Normal,102000
773,7819,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,None,TA,TA,CBlock,GasA,TA,1,1117,TA,6,Typ,1,2,672,Y,WD,Abnorml,107000
774,10150,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,None,TA,TA,CBlock,GasA,Ex,1,912,TA,5,Typ,0,1,275,Y,COD,Normal,114500
775,14226,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,BrkFace,Gd,TA,PConc,GasA,Gd,1,1973,Gd,9,Typ,1,3,895,Y,New,Partial,395000
776,4500,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,BrkFace,TA,TA,PConc,GasA,Ex,1,1204,TA,5,Typ,0,2,412,Y,WD,Normal,162000
777,11210,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1614,Gd,7,Typ,0,3,865,Y,New,Partial,221500
778,13350,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,None,TA,TA,CBlock,GasA,TA,1,894,TA,5,Typ,1,2,440,Y,WD,Normal,142500
779,8400,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,BrkFace,TA,TA,Slab,GasA,TA,1,2020,TA,10,Typ,2,2,630,Y,WD,Normal,144000
780,10530,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,BrkFace,TA,TA,CBlock,GasA,TA,1,1004,TA,4,Typ,0,2,504,Y,WD,Normal,135000
781,7875,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,BrkFace,TA,TA,PConc,GasA,Gd,1,1253,TA,6,Typ,1,2,402,Y,WD,Normal,176000
782,7153,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,None,Gd,Gd,PConc,GasA,Ex,1,1603,Gd,7,Typ,0,2,484,Y,WD,Normal,175900
783,16285,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1430,Gd,6,Typ,0,2,605,Y,WD,Normal,187100
784,9101,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,BrkFace,TA,Gd,PConc,GasA,Ex,1,1110,Gd,4,Typ,1,2,602,Y,WD,Normal,165500
785,6300,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,None,TA,TA,CBlock,GasA,Ex,1,1484,TA,9,Typ,1,0,0,Y,WD,Normal,128000
786,9790,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,None,TA,TA,CBlock,GasA,TA,1,1342,TA,7,Typ,1,2,457,Y,WD,Normal,161500
787,10800,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,None,TA,Gd,PConc,GasA,TA,1,1652,TA,7,Typ,0,1,416,Y,WD,Normal,139000
788,10142,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,2084,Gd,8,Typ,0,2,618,Y,WD,Normal,233000
789,6000,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,None,TA,TA,CBlock,GasA,Ex,1,901,TA,4,Typ,0,1,281,Y,WD,Normal,107900
790,12205,Low,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,BrkFace,TA,TA,CBlock,GasA,Gd,1,2087,Gd,9,Typ,0,2,444,Y,WD,Normal,187500
791,3182,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1145,Gd,5,Typ,1,2,397,Y,WD,Normal,160200
792,11333,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,None,TA,TA,PConc,GasA,TA,1,1062,TA,5,Typ,2,2,539,Y,WD,Normal,146800
793,9920,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,2013,TA,8,Typ,1,2,455,Y,WD,Normal,269790
794,9158,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Stone,Gd,TA,PConc,GasA,Ex,1,1496,Gd,7,Typ,0,2,474,Y,New,Partial,225000
795,10832,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1895,Gd,7,Typ,1,2,409,Y,WD,Normal,194500
796,8400,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,BrkFace,TA,TA,CBlock,GasA,TA,1,1564,TA,7,Typ,1,2,476,Y,WD,Normal,171000
797,8197,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,BrkFace,TA,TA,CBlock,GasA,Ex,1,1285,TA,7,Typ,1,2,528,Y,WD,Normal,143500
798,7677,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,None,TA,TA,CBlock,GasA,Gd,1,773,TA,4,Typ,0,1,240,Y,WD,Abnorml,110000
799,13518,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Stone,Ex,TA,PConc,GasA,Ex,1,3140,Ex,11,Typ,2,3,820,Y,New,Partial,485000
800,7200,Lvl,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,BrkFace,TA,TA,BrkTil,GasA,Ex,1,1768,Gd,7,Typ,2,1,240,Y,WD,Normal,175000
801,12798,HLS,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,None,TA,TA,PConc,GasA,Gd,1,1688,Gd,8,Typ,0,2,603,Y,WD,Normal,200000
802,4800,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,None,TA,TA,CBlock,GasA,Ex,1,1196,TA,5,Typ,0,2,440,Y,WD,Normal,109900
803,8199,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1456,Gd,7,Typ,1,2,410,Y,WD,Normal,189000
804,13891,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Stone,Ex,TA,PConc,GasA,Ex,1,2822,Ex,12,Typ,1,3,1020,Y,New,Partial,582933
805,9000,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,None,TA,TA,CBlock,GasA,TA,1,1128,TA,5,Min1,0,1,286,Y,WD,Family,118000
806,12274,Lvl,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Stone,Gd,TA,PConc,GasA,Ex,1,1428,Ex,6,Typ,0,2,554,Y,New,Partial,227680
807,9750,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,None,TA,TA,PConc,GasA,Gd,1,980,TA,6,Typ,0,1,384,Y,WD,Normal,135500
808,21384,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,6,None,TA,TA,CBlock,GasA,Ex,1,1576,Gd,6,Typ,1,2,528,Y,WD,Normal,223500
809,13400,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,BrkFace,TA,TA,CBlock,GasA,TA,1,1086,TA,6,Typ,1,2,484,Y,WD,Normal,159950
810,8100,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,None,TA,TA,PConc,GasA,TA,0,2138,TA,11,Typ,0,2,360,N,WD,Normal,106000
811,10140,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,BrkFace,TA,TA,CBlock,GasA,Fa,1,1309,Gd,5,Typ,1,2,484,Y,WD,Normal,181000
812,4438,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,848,Gd,4,Typ,1,2,420,Y,ConLD,Normal,144500
813,8712,Bnk,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,None,Fa,TA,CBlock,GasA,TA,0,1044,Fa,4,Typ,0,2,504,N,WD,Alloca,55993
814,9750,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,BrkFace,TA,TA,CBlock,GasA,Gd,1,1442,TA,7,Typ,0,1,301,Y,COD,Normal,157900
815,8248,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,None,TA,TA,BrkTil,GasW,Gd,1,1250,Fa,7,Typ,0,1,280,P,WD,Normal,116000
816,12137,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,BrkFace,TA,TA,PConc,GasA,Ex,1,1661,Gd,6,Typ,0,2,598,Y,WD,Normal,224900
817,11425,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,None,TA,TA,CBlock,GasA,Gd,1,1008,TA,4,Typ,1,1,275,Y,WD,Normal,137000
818,13265,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1689,Gd,7,Typ,2,3,857,Y,WD,Normal,271000
819,8816,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6,7,BrkFace,TA,TA,CBlock,GasA,Gd,1,1052,TA,6,Typ,0,2,440,Y,WD,Normal,155000
820,6371,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,Stone,Gd,TA,PConc,GasA,Ex,1,1358,Gd,6,Typ,1,2,484,Y,New,Partial,224000
821,7226,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1640,Gd,6,Typ,0,2,595,Y,WD,Normal,183000
822,6000,Bnk,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,None,Fa,TA,CBlock,GasA,TA,0,936,TA,4,Min2,0,2,576,Y,WD,Normal,93000
823,12394,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1733,Gd,7,Typ,1,2,433,Y,WD,Family,225000
824,9900,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,None,TA,TA,BrkTil,GasA,TA,1,1489,TA,7,Typ,1,1,240,Y,WD,Normal,139500
825,11216,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,None,Gd,TA,PConc,GasA,Ex,1,1489,Gd,7,Typ,1,2,776,Y,New,Partial,232600
826,14803,Lvl,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10,5,BrkFace,Ex,TA,PConc,GasA,Ex,1,2084,Ex,7,Typ,1,3,1220,Y,New,Partial,385000
827,6130,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,None,TA,TA,BrkTil,GasA,Gd,1,784,Gd,5,Typ,0,0,0,Y,WD,Normal,109500
828,8529,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1434,Gd,6,Typ,1,2,527,Y,WD,Normal,189000
829,28698,Low,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,5,None,TA,TA,PConc,GasA,TA,1,2126,TA,7,Min2,0,2,538,Y,WD,Abnorml,185000
830,2544,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1223,Gd,4,Typ,0,2,480,Y,WD,Normal,147400
831,11900,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,BrkFace,TA,TA,CBlock,GasA,TA,1,1392,TA,6,Typ,2,2,458,Y,WD,Normal,166000
832,3180,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,None,TA,TA,PConc,GasA,Ex,1,1200,Gd,4,Typ,0,2,480,Y,WD,Normal,151000
833,9548,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,BrkFace,Gd,TA,PConc,GasA,Ex,1,1829,Gd,7,Typ,1,2,613,Y,WD,Normal,237000
834,10004,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,BrkFace,TA,TA,CBlock,GasA,TA,1,1516,TA,6,Typ,0,2,472,Y,WD,Normal,167000
835,7875,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,BrkFace,TA,TA,CBlock,GasA,Gd,1,1144,TA,6,Typ,0,2,456,Y,WD,Normal,139950
836,9600,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,None,TA,TA,CBlock,GasA,TA,1,1067,Gd,4,Min2,0,2,436,Y,WD,Normal,128000
837,8100,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,None,TA,TA,BrkTil,GasA,Gd,1,1559,TA,5,Min2,0,2,812,Y,COD,Normal,153500
838,1680,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,BrkFace,TA,TA,CBlock,GasA,TA,1,987,TA,5,Typ,0,1,264,Y,WD,Normal,100000
839,9525,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,None,TA,TA,PConc,GasA,Ex,1,1099,Gd,6,Typ,0,1,352,Y,WD,Normal,144000
840,11767,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,None,TA,TA,CBlock,GasA,Ex,1,1200,TA,6,Typ,0,1,240,Y,WD,Normal,130500
841,12155,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,None,TA,TA,BrkTil,GasA,TA,0,1482,Fa,7,Typ,0,1,400,P,WD,Normal,140000
842,10440,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,None,TA,TA,PConc,GasA,Gd,1,1539,Gd,8,Typ,1,2,686,P,WD,Normal,157500
843,9020,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,BrkFace,TA,TA,CBlock,GasA,TA,1,1165,TA,6,Typ,0,2,490,Y,WD,Normal,174900
844,8000,Lvl,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,None,TA,TA,CBlock,GasA,Ex,0,1800,TA,10,Typ,0,0,0,Y,WD,Normal,141000
845,12665,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,None,TA,TA,BrkTil,GasA,Gd,1,1416,TA,7,Typ,1,3,720,Y,WD,Normal,153900
846,16647,Lvl,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,None,TA,TA,CBlock,GasA,TA,1,1701,TA,6,Min2,2,2,611,Y,WD,Normal,171000
847,9317,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1775,Gd,7,Typ,1,2,425,Y,WD,Normal,213000
848,15523,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,None,TA,TA,CBlock,GasA,Ex,1,864,TA,5,Typ,1,1,338,Y,WD,Normal,133500
849,45600,Bnk,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,None,TA,TA,BrkTil,GasA,TA,1,2358,TA,10,Typ,1,2,360,Y,WD,Normal,240000
850,9600,Lvl,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,BrkFace,Gd,Gd,CBlock,GasA,Ex,1,1855,TA,7,Typ,1,2,512,Y,WD,Normal,187000
851,4435,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,848,Gd,3,Typ,0,2,420,Y,WD,Normal,131500
852,3196,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1456,Gd,7,Typ,1,2,400,Y,WD,Normal,215000
853,7128,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,None,TA,Gd,CBlock,GasA,Gd,1,1646,TA,7,Typ,2,1,240,Y,WD,Normal,164000
854,12095,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,BrkFace,TA,Gd,CBlock,GasA,TA,1,1445,TA,7,Typ,1,2,645,Y,WD,Normal,158000
855,17920,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,None,TA,TA,CBlock,GasA,TA,1,1779,TA,6,Typ,1,2,454,Y,WD,Abnorml,170000
856,6897,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,None,TA,Gd,CBlock,GasA,Ex,1,1040,TA,6,Typ,0,1,260,Y,WD,Normal,127000
857,10970,Low,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,None,TA,TA,CBlock,GasA,TA,1,1026,TA,5,Typ,0,2,576,Y,WD,Normal,147000
858,8125,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,None,TA,TA,PConc,GasA,Gd,1,1481,TA,6,Typ,1,2,343,Y,WD,Normal,174000
859,10400,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,BrkFace,TA,TA,CBlock,GasA,TA,1,1370,TA,6,Typ,1,2,479,Y,WD,Family,152000
860,11029,Lvl,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,BrkFace,TA,TA,CBlock,GasA,TA,1,2654,Gd,9,Typ,1,2,619,Y,WD,Normal,250000
861,7642,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,None,Gd,TA,BrkTil,GasA,Gd,1,1426,Gd,7,Typ,1,1,216,Y,WD,Normal,189950
862,11625,Lvl,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,None,TA,TA,PConc,GasA,Ex,1,1039,TA,6,Typ,0,2,504,Y,WD,Normal,131500
863,9672,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,None,TA,TA,PConc,GasA,TA,1,1097,TA,6,Typ,0,2,480,Y,WD,Normal,152000
864,7931,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,None,TA,TA,CBlock,GasA,TA,1,1148,TA,6,Typ,0,1,672,Y,WD,Normal,132500
865,8640,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1372,Gd,6,Typ,0,2,529,Y,New,Partial,250580
866,8750,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,BrkFace,TA,TA,CBlock,GasA,TA,1,1002,TA,5,Typ,0,2,902,Y,WD,Normal,148500
867,10656,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Stone,Gd,TA,PConc,GasA,Ex,1,1646,Gd,6,Typ,1,3,870,Y,New,Partial,248900
