workclass,education,marital-status,occupation,relationship,race,sex,income
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,1
 Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,1
 Private, Prof-school, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0
 Private, HS-grad, Separated, Transport-moving, Unmarried, White, Male,0
 Private, 12th, Never-married, Transport-moving, Not-in-family, White, Male,0
 Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, 10th, Divorced, Transport-moving, Not-in-family, White, Male,0
 Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0
 Private, Some-college, Married-spouse-absent, Adm-clerical, Own-child, Other, Female,0
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0
 Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,1
 Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0
 Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0
 Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0
 Local-gov, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,1
 Self-emp-not-inc, Some-college, Married-spouse-absent, Farming-fishing, Not-in-family, White, Female,1
 Private, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Male,0
 Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0
 Private, 10th, Widowed, Farming-fishing, Unmarried, White, Female,0
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0
 Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0
 Private, HS-grad, Never-married, Sales, Own-child, White, Male,0
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0
 Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0
 Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0
 Local-gov, Doctorate, Married-spouse-absent, Prof-specialty, Unmarried, White, Female,0
 Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0
 Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,1
 Private, 11th, Separated, Other-service, Not-in-family, Black, Female,0
 Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0
 Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0
 Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0
 Private, Some-college, Never-married, Exec-managerial, Other-relative, White, Female,0
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0
 Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0
 Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Private, 12th, Never-married, Tech-support, Not-in-family, White, Male,0
 Unknown, Some-college, Never-married, Unknown, Own-child, White, Male,0
 State-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,1
 Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0
 Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Female,0
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,1
 Private, 12th, Married-civ-spouse, Other-service, Husband, White, Male,0
 Private, 7th-8th, Widowed, Other-service, Not-in-family, White, Female,0
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0
 Unknown, Assoc-acdm, Widowed, Unknown, Not-in-family, White, Female,0
 Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,0
 Unknown, Some-college, Never-married, Unknown, Own-child, White, Male,0
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Unknown, Some-college, Married-civ-spouse, Unknown, Husband, White, Male,0
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,1
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0
 Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Self-emp-not-inc, 1st-4th, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0
 Self-emp-inc, Some-college, Never-married, Sales, Own-child, White, Female,0
 Unknown, Assoc-voc, Married-civ-spouse, Unknown, Wife, White, Female,0
 Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0
 Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0
 State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0
 Private, 12th, Never-married, Sales, Own-child, Black, Female,0
 Private, Some-college, Married-spouse-absent, Sales, Own-child, Black, Female,0
 Unknown, Assoc-acdm, Divorced, Unknown, Not-in-family, White, Female,0
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Private, 12th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Unknown, Some-college, Separated, Unknown, Unmarried, White, Female,0
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0
 Unknown, 7th-8th, Widowed, Unknown, Unmarried, White, Female,0
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0
 Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0
 Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Self-emp-inc, Masters, Widowed, Exec-managerial, Unmarried, White, Female,0
 Private, Some-college, Never-married, Sales, Own-child, White, Male,0
 Unknown, HS-grad, Married-civ-spouse, Unknown, Husband, White, Male,0
 Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Male,0
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,1
 Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Male,0
 Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0
 Local-gov, Some-college, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0
 Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,1
 Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,1
 Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,0
 Private, HS-grad, Never-married, Sales, Own-child, White, Male,0
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Self-emp-not-inc, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0
 Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0
 Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,0
 Private, Some-college, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0
 Private, 11th, Divorced, Other-service, Unmarried, White, Female,0
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0
 Unknown, Some-college, Never-married, Unknown, Other-relative, White, Male,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Unknown, 9th, Never-married, Unknown, Own-child, White, Male,0
 Local-gov, Bachelors, Never-married, Protective-serv, Own-child, White, Male,0
 Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,1
 Private, Bachelors, Separated, Sales, Not-in-family, White, Female,1
 Unknown, HS-grad, Married-civ-spouse, Unknown, Husband, White, Male,1
 Without-pay, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,1
 Local-gov, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Female,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,1
 Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, HS-grad, Widowed, Handlers-cleaners, Other-relative, White, Female,0
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Federal-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0
 Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0
 Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0
 Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,1
 State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 State-gov, HS-grad, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,1
 Private, Some-college, Never-married, Sales, Own-child, White, Male,0
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Unknown, 10th, Never-married, Unknown, Own-child, Black, Male,0
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, Assoc-voc, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0
 Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,1
 Unknown, Some-college, Never-married, Unknown, Not-in-family, White, Female,0
 Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Black, Male,0
 Private, 7th-8th, Never-married, Other-service, Own-child, White, Male,0
 Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0
 Unknown, Some-college, Married-civ-spouse, Unknown, Husband, White, Male,1
 Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,1
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0
 Private, Assoc-voc, Never-married, Priv-house-serv, Not-in-family, White, Male,0
 Federal-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0
 Private, 12th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0
 Private, Some-college, Never-married, Sales, Own-child, White, Female,0
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0
 Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0
 Self-emp-not-inc, HS-grad, Never-married, Other-service, Unmarried, White, Female,0
 Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0
 Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0
 Local-gov, Masters, Widowed, Prof-specialty, Unmarried, Black, Female,1
 Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0
 Private, 7th-8th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0
 Self-emp-not-inc, Bachelors, Divorced, Tech-support, Not-in-family, White, Male,0
 Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,1
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0
 Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,1
 Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0
 Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0
 Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,1
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0
 Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,1
 Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,1
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,1
 Private, 10th, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,1
 Private, 9th, Never-married, Transport-moving, Other-relative, White, Male,0
 Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,1
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,1
 Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Male,0
 Federal-gov, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,1
 Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0
 Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,1
 Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,1
 Private, Assoc-voc, Divorced, Craft-repair, Unmarried, White, Male,0
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0
 State-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0
 Private, Some-college, Never-married, Other-service, Own-child, White, Female,0
 Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Unknown, Some-college, Married-civ-spouse, Unknown, Husband, White, Male,0
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Unknown, 11th, Never-married, Unknown, Own-child, Black, Female,0
 Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,1
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,1
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,1
 Private, Bachelors, Never-married, Tech-support, Other-relative, Asian-Pac-Islander, Male,0
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,1
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, 1st-4th, Never-married, Other-service, Other-relative, White, Male,0
 Private, 7th-8th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0
 Local-gov, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0
 Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0
 Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0
 Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0
 Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, 10th, Divorced, Other-service, Unmarried, White, Female,0
 Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0
 Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0
 Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0
 Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0
 Federal-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0
 Self-emp-not-inc, 10th, Never-married, Craft-repair, Own-child, White, Male,0
 Unknown, Some-college, Never-married, Unknown, Own-child, White, Female,0
 Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0
 Private, Some-college, Never-married, Sales, Own-child, White, Male,0
 State-gov, Some-college, Divorced, Other-service, Unmarried, Black, Female,0
 Unknown, HS-grad, Married-civ-spouse, Unknown, Wife, White, Female,0
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Other, Male,1
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0
 Self-emp-inc, Assoc-acdm, Divorced, Sales, Unmarried, White, Female,0
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0
 Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,1
 Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,1
 Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male,1
 Self-emp-not-inc, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0
 Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,0
 Private, HS-grad, Never-married, Sales, Own-child, White, Female,0
 Unknown, Masters, Married-civ-spouse, Unknown, Wife, White, Female,1
 Private, HS-grad, Divorced, Sales, Unmarried, Black, Male,0
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0
 State-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0
 Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0
 Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,1
 State-gov, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Female,0
 Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0
 Private, Some-college, Divorced, Other-service, Not-in-family, Black, Male,0
 Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0
 Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, 11th, Never-married, Sales, Own-child, White, Male,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,1
 Unknown, Masters, Divorced, Unknown, Own-child, White, Female,0
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0
 Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,1
 Private, Some-college, Never-married, Sales, Own-child, White, Female,0
 Private, 10th, Divorced, Other-service, Not-in-family, White, Male,0
 Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0
 Private, Some-college, Separated, Exec-managerial, Not-in-family, Black, Female,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,0
 Private, Some-college, Never-married, Sales, Own-child, White, Male,0
 Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0
 Private, 11th, Never-married, Farming-fishing, Unmarried, White, Male,0
 Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0
 Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,1
 State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,1
 Private, Masters, Separated, Exec-managerial, Not-in-family, White, Male,1
 Private, 12th, Never-married, Machine-op-inspct, Own-child, White, Male,0
 State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0
 Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0
 Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female,1
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 State-gov, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0
 Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,1
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Self-emp-not-inc, Some-college, Married-spouse-absent, Prof-specialty, Not-in-family, Black, Male,0
 Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Local-gov, HS-grad, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0
 Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0
 Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0
 Private, Assoc-voc, Separated, Craft-repair, Other-relative, White, Male,1
 Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0
 Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0
 Private, 10th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0
 Unknown, Bachelors, Never-married, Unknown, Own-child, White, Female,0
 Private, 11th, Never-married, Sales, Own-child, White, Female,0
 Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,1
 Unknown, HS-grad, Separated, Unknown, Own-child, White, Female,0
 Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0
 Unknown, Bachelors, Married-spouse-absent, Unknown, Not-in-family, White, Male,0
 Private, Some-college, Widowed, Sales, Other-relative, White, Female,0
 Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,1
 Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0
 Private, Some-college, Married-spouse-absent, Sales, Not-in-family, White, Male,0
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,1
 Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,1
 Local-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,1
 Private, Some-college, Never-married, Other-service, Own-child, White, Male,0
 Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 State-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,1
 Private, Bachelors, Never-married, Sales, Unmarried, Black, Male,0
 Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
